	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000119760.15	2240.15654809373	0.384928545463453	0.0863717465887562	4.45664885412382	8.32508010599281e-06	4.31648046856752e-05
ENSG00000134339.8	368.736407333238	2.49075029983115	0.558952824391574	4.45610110753508	8.34636798665763e-06	4.32637682346367e-05
ENSG00000161654.9	3164.33991455262	0.432432827348832	0.0970509035536231	4.45573211082884	8.36073816825298e-06	4.33208960324387e-05
ENSG00000132464.11	1.26023169919967	-2.45908616063717	0.551896094711915	-4.45570494917307	8.36179688375419e-06	4.33208960324387e-05
ENSG00000189056.13	80.393603917812	-2.46941130499156	0.554307364935237	-4.45494947605481	8.39129535053804e-06	4.34622665112452e-05
ENSG00000255639.2	148.918926880841	0.984719405628104	0.221051804773613	4.45469968741758	8.40107054556746e-06	4.35014337838972e-05
ENSG00000010295.19	358.879679956876	-1.22512729850462	0.275045018926099	-4.4542791695995	8.41755162270917e-06	4.35752948896422e-05
ENSG00000090372.14	5986.40261571765	0.446393029361934	0.100232809160199	4.45356199334369	8.44573075435381e-06	4.3709658690779e-05
ENSG00000126458.3	2196.34262637422	-1.08013733921886	0.242544779376572	-4.45335225105731	8.45398892722138e-06	4.37408808511354e-05
ENSG00000108465.14	6932.69986780712	0.712179582195478	0.159953404568431	4.45241902863527	8.49082630078189e-06	4.39199162547812e-05
ENSG00000125485.17	730.693992339503	0.539638110354505	0.121203747649234	4.4523219852593	8.4946657173575e-06	4.39282160853405e-05
ENSG00000170892.10	3346.53268775302	0.536470238133287	0.120512174585824	4.45158541016316	8.52386165806493e-06	4.4067602512079e-05
ENSG00000149657.19	2599.74211117101	0.504017086508495	0.113229527376131	4.45128667572926	8.53573003629728e-06	4.41173572425609e-05
ENSG00000112137.16	214.111072683913	-1.36439105379896	0.306622955828904	-4.44973550695367	8.59761054826928e-06	4.44255081326974e-05
ENSG00000156928.4	1196.84264040792	0.634888825579313	0.142682622758928	4.44965766190043	8.60072727846609e-06	4.4429933084239e-05
ENSG00000187867.8	1251.83973349794	2.09310634749887	0.47044470160933	4.44920803728605	8.61875031572887e-06	4.45113389926344e-05
ENSG00000188060.6	157.824681686762	1.33882378286868	0.300946216809917	4.44871444825073	8.63857720986831e-06	4.46020156651357e-05
ENSG00000135052.16	4563.85267027553	0.930841579756588	0.209249849389737	4.44846953281604	8.64843134926874e-06	4.46384321864408e-05
ENSG00000164032.11	11535.2226396274	0.674097131783369	0.151536091191123	4.44842628897676	8.6501723747534e-06	4.46384321864408e-05
ENSG00000173531.15	584.640489569604	1.26034132231505	0.283344697208786	4.44808508763566	8.66392111813264e-06	4.46976465874056e-05
ENSG00000158406.3	51.3721503911868	1.71558614513142	0.385717373359187	4.44778032731709	8.67621912173973e-06	4.47493474303112e-05
ENSG00000171425.9	1098.95506530506	0.71270108293632	0.160243648686081	4.44760893040141	8.68314283486627e-06	4.47733094339274e-05
ENSG00000184005.10	86.7790408745378	-1.43197390385092	0.321980379599939	-4.44739491775912	8.69179545663107e-06	4.48061713861894e-05
ENSG00000119946.10	62.0902337611812	-2.05502338717144	0.462117759038845	-4.44696908304426	8.70903664982398e-06	4.48832785498008e-05
ENSG00000198131.13	1310.16535876588	0.604210869204486	0.135872156694966	4.44690718026168	8.71154568851327e-06	4.48844409052206e-05
ENSG00000125656.8	2421.75620794696	0.588652729574183	0.132432657333491	4.44492122582605	8.79240779875866e-06	4.52891948879456e-05
ENSG00000104356.10	522.327507026069	0.773057500502127	0.173947286603488	4.44420557283143	8.82172246151811e-06	4.54282883687713e-05
ENSG00000132514.13	177.866034181485	-1.77697696395124	0.399904383286348	-4.44350459314384	8.85052660423594e-06	4.55646807053069e-05
ENSG00000152104.11	1778.04768012184	-0.800178040436351	0.180104208918232	-4.44286141474703	8.8770346626102e-06	4.56891839037094e-05
ENSG00000137207.11	6588.29328013947	0.546024269181549	0.122902531394014	4.44274225264773	8.88195415137667e-06	4.57025368584973e-05
ENSG00000101311.15	3124.52703897382	1.17399085925633	0.264259259069157	4.44257228069006	8.88897578304853e-06	4.57147325985353e-05
ENSG00000171135.12	2132.62006492112	0.644032953647158	0.144968461794682	4.44257285808341	8.88895192164659e-06	4.57147325985353e-05
ENSG00000137404.14	1505.73281928764	0.860109443869811	0.193666135290942	4.44119692158715	8.94598803204654e-06	4.59959039387672e-05
ENSG00000118922.16	467.907025134873	-1.31207970146408	0.295442786554059	-4.44106189481803	8.95160404390863e-06	4.60019062227509e-05
ENSG00000135437.9	125.685755063469	-1.21460069674844	0.273493648876694	-4.44105631606841	8.95183614682653e-06	4.60019062227509e-05
ENSG00000184226.14	84.6840801976727	-2.20563894607691	0.496739300481579	-4.44023443270662	8.98609336431248e-06	4.6165878507299e-05
ENSG00000125149.11	1093.25363102563	0.518908455781564	0.116907326514417	4.43863076209831	9.05329754435217e-06	4.64989852447835e-05
ENSG00000186832.8	25467.8466304367	2.55078116768988	0.57507146574936	4.43558986945392	9.18205153492371e-06	4.71479636808935e-05
ENSG00000139567.12	903.590862164904	-1.03055179627098	0.232404337281531	-4.43430535043153	9.23696313846555e-06	4.74175365499292e-05
ENSG00000105229.6	1417.54772655898	0.450813965456573	0.101672064369844	4.43400031513753	9.2500490450045e-06	4.74723143677829e-05
ENSG00000188523.8	14.4498329394323	2.9478690519396	0.665080169929706	4.4323514445652	9.32109221209266e-06	4.78244292667432e-05
ENSG00000137547.8	2901.78654972939	0.559101554502716	0.126194683255226	4.4304683848839	9.40286323901237e-06	4.8231388263577e-05
ENSG00000105669.12	7211.04944580915	0.552486896473934	0.124704176479697	4.43038005678889	9.40671562532552e-06	4.82385604830155e-05
ENSG00000114767.6	1624.0462993582	0.605659898848283	0.13671261800384	4.43016824409924	9.41595987574364e-06	4.82607841766928e-05
ENSG00000267796.7	429.798144589696	0.647954956782063	0.146259131830017	4.43018462283175	9.41524474078043e-06	4.82607841766928e-05
ENSG00000112304.10	1504.56845460656	0.700855138159125	0.158274567461385	4.42809700509917	9.50681458318181e-06	4.87137506379097e-05
ENSG00000232119.7	1678.85237295127	0.539613369831958	0.121900909326035	4.42665582082505	9.57052544430278e-06	4.90274297975542e-05
ENSG00000183971.5	17.8532533144466	2.15568457432119	0.487329394226589	4.42346511386276	9.7130322172419e-06	4.97444922517214e-05
ENSG00000251503.7	74.2874692413704	0.854338999950307	0.193155495076163	4.4230633957032	9.73111719190597e-06	4.9824131160225e-05
ENSG00000163121.9	84.2811182054604	2.09741244618494	0.474268309028642	4.42241745074785	9.76026448697907e-06	4.99603538427241e-05
ENSG00000123384.13	12127.3077307654	-1.05986748489165	0.239695770052921	-4.42171960171701	9.79184758386058e-06	5.01089706087903e-05
ENSG00000122042.9	2257.77488396144	-0.884218910437067	0.199988453824742	-4.42134980058371	9.8086235094635e-06	5.01817552582026e-05
ENSG00000025708.12	7946.42852659989	1.59791666451185	0.361492489035381	4.4203315780524	9.8549568730334e-06	5.04056810555151e-05
ENSG00000122965.10	1940.04873454671	0.588848602617744	0.133231701509822	4.41973341137833	9.88227334830094e-06	5.05322489423006e-05
ENSG00000151025.9	119.823541239012	2.12821264124665	0.481559275305818	4.41941989362601	9.89661963429914e-06	5.05924461721154e-05
ENSG00000162910.18	1957.82734767598	0.661457974568471	0.149690363081649	4.41884140669547	9.92314289970043e-06	5.07148457713239e-05
ENSG00000107789.15	840.779434094094	0.587445550200954	0.132965502922645	4.41802976929068	9.96047044771507e-06	5.08923855264589e-05
ENSG00000118596.11	500.150425834255	-1.3885756229778	0.314310082152637	-4.4178526296954	9.96863498312901e-06	5.09208651840914e-05
ENSG00000170633.16	1434.56332679658	0.393602773072425	0.0890978264310965	4.41764730789271	9.97810646222967e-06	5.09560043184168e-05
ENSG00000111785.18	579.822238515687	-0.508826745101947	0.115243130753721	-4.41524576583509	1.00895295660077e-05	5.15116345842722e-05
ENSG00000170044.8	11.0771049917421	2.55946466710914	0.57971601145488	4.4150318717018	1.00995109300192e-05	5.15492045807474e-05
ENSG00000069011.15	2585.38000855419	-1.55793437870683	0.352888244589298	-4.41480951149279	1.0109897360969e-05	5.15888220475613e-05
ENSG00000174498.13	125.164162373544	2.63160217485705	0.596125884747407	4.4145074760042	1.01240217597333e-05	5.16474881155767e-05
ENSG00000160310.16	3609.3439727371	-0.45717306720446	0.103593762105856	-4.41313316469098	1.01885284208866e-05	5.1963081121159e-05
ENSG00000092009.10	48.8479627046698	-2.84861454681863	0.645522657082917	-4.41288081148285	1.0200415813124e-05	5.20102135467613e-05
ENSG00000203747.9	2659.59959264695	1.80811473350394	0.409829736999733	4.41186807658401	1.02482552514717e-05	5.22405874540789e-05
ENSG00000064205.10	414.567102770603	-2.23075798782228	0.505655625780258	-4.41161508760054	1.02602393185754e-05	5.2288116164355e-05
ENSG00000204611.6	505.901769135605	0.665761341795442	0.150930243289978	4.41105326065322	1.02869008951881e-05	5.24104002062771e-05
ENSG00000106397.11	4140.81343735829	0.725961349765312	0.164579942257908	4.41099528779565	1.02896557680218e-05	5.24108509396827e-05
ENSG00000104852.14	11716.5076355367	0.625263496067974	0.141770945444654	4.41037826267492	1.03190205199731e-05	5.25468050105159e-05
ENSG00000146005.3	50.7121741250832	2.23165572595099	0.506152292239244	4.40905980308422	1.03820355736616e-05	5.28539992840956e-05
ENSG00000148175.12	7322.32391196712	-1.23169076760085	0.279518685031776	-4.40647024173297	1.05068735374767e-05	5.34756877919837e-05
ENSG00000126460.10	719.021355557339	1.02960114359152	0.233674518778062	4.40613357834452	1.05232083625439e-05	5.35449608009738e-05
ENSG00000015532.9	2416.98066006862	0.545177217758018	0.123735762454558	4.40597937850211	1.05306981958236e-05	5.35692038657113e-05
ENSG00000182308.6	19.818589486846	1.39412365933021	0.316485986504639	4.40500912766251	1.05779423760723e-05	5.37956106970443e-05
ENSG00000130726.11	18999.5371414825	0.56832466596121	0.129038632101503	4.40429859419278	1.06126685102513e-05	5.39582545880752e-05
ENSG00000104671.7	1013.45178162508	-0.554157979929471	0.125826059741686	-4.40415905152818	1.0619501201115e-05	5.39790317065208e-05
ENSG00000173141.4	2404.61313846089	0.604384649560132	0.137232688165898	4.40408664755952	1.06230481082955e-05	5.39831007281944e-05
ENSG00000122674.11	3856.95011064257	0.484754430361794	0.110077805080908	4.40374360667436	1.06398682895717e-05	5.4040894166679e-05
ENSG00000158786.4	4690.02486263579	2.34636702671306	0.532812033089937	4.40374256021542	1.06399196390439e-05	5.4040894166679e-05
ENSG00000096060.14	2662.02734355285	-1.41800351935344	0.322101746172073	-4.40234657590436	1.07086313555016e-05	5.43758351650061e-05
ENSG00000143641.9	6446.30663560489	0.704052096327232	0.159930321243071	4.40224274455857	1.07137589298183e-05	5.43878216747179e-05
ENSG00000148204.11	9.7413920489124	-2.00908231286051	0.456510159165587	-4.40095860414745	1.07773686170235e-05	5.46966066450334e-05
ENSG00000155269.11	422.724131048592	2.16363518320277	0.491666584630851	4.40061466619143	1.07944666562772e-05	5.47692402157419e-05
ENSG00000104818.14	8.1365669792093	2.90185354493883	0.659466292957147	4.40030608983286	1.08098288195877e-05	5.48188842306027e-05
ENSG00000204851.6	72.0083942932077	-1.34352958745627	0.305323411228898	-4.40034906608925	1.08076880394405e-05	5.48188842306027e-05
ENSG00000153233.12	793.359298668123	2.20515253938988	0.501210626232875	4.39965240953473	1.0842440611744e-05	5.49700832252876e-05
ENSG00000119772.16	2073.64657724799	0.700957196355801	0.159340631031965	4.39911146213035	1.08694992282983e-05	5.50930574604002e-05
ENSG00000135638.13	63.4482456382461	2.39412200812326	0.544277260036387	4.39871768290155	1.08892369133663e-05	5.51788710412806e-05
ENSG00000167797.7	3764.09543490394	0.692698291525121	0.157498425557897	4.39812835634018	1.09188401033619e-05	5.53146188329074e-05
ENSG00000168894.9	3637.77477744067	0.593715406846486	0.13500973672534	4.3975747323641	1.09467198575825e-05	5.54415680290241e-05
ENSG00000182568.16	1955.288236465	-1.12318485161761	0.255426216570114	-4.39729667024724	1.09607483178521e-05	5.54983176032202e-05
ENSG00000170959.14	14.2140350497414	1.96191583755503	0.446274214347226	4.39621150960909	1.10156599316507e-05	5.57619911451264e-05
ENSG00000112655.15	6473.21502564099	1.00074521879589	0.227658846694887	4.39581080781416	1.10360026798044e-05	5.58505841076816e-05
ENSG00000105929.15	108.690739612622	2.3109485615961	0.525758847469505	4.39545349111817	1.10541731092905e-05	5.59281407043021e-05
ENSG00000158483.15	376.251697092944	0.626783091455992	0.142618608524069	4.39481984814214	1.10864656648923e-05	5.60626624926994e-05
ENSG00000254536.1	30.5058905567027	1.75313247380153	0.398904049910285	4.3948725870189	1.10837744837774e-05	5.60626624926994e-05
ENSG00000279457.3	1835.35999941999	0.749143600252788	0.170464764811566	4.39471230949635	1.10919551242339e-05	5.60759953502934e-05
ENSG00000128342.4	1102.73832698534	-1.57820777423208	0.359145131430941	-4.39434545010825	1.1110701503487e-05	5.61563252127901e-05
ENSG00000174684.6	756.930144910753	-0.686920238433961	0.156363084202114	-4.39311006136238	1.11740520965313e-05	5.64619969175886e-05
ENSG00000105711.10	210.910719903614	-1.43195015535274	0.325981278704964	-4.39273740210325	1.11932296223573e-05	5.65443642911989e-05
ENSG00000122085.16	848.393479602455	-0.474605519867095	0.108054210703802	-4.3922908397164	1.12162516859307e-05	5.66461056368585e-05
ENSG00000104907.12	2263.05990866027	0.708101334559569	0.161231879202934	4.39181964547048	1.12405926303824e-05	5.67544538255319e-05
ENSG00000221944.4	277.728193328569	0.781024404415098	0.177908117091679	4.39004367638057	1.1332789614733e-05	5.72052677625041e-05
ENSG00000255330.8	41.0348790728924	-1.91053406437746	0.435227908203231	-4.3897324329793	1.13490215510719e-05	5.7272494892906e-05
ENSG00000127463.13	3455.95558120425	0.522398014769398	0.119023814671855	4.38902093845366	1.13862107434082e-05	5.74454205268047e-05
ENSG00000108231.11	6.13448959676582	-2.85187706296849	0.649819981896971	-4.3887186334948	1.14020471468027e-05	5.75105565095081e-05
ENSG00000143418.19	8272.41741782559	0.590710252731185	0.134659101583504	4.38670870208412	1.15078743134219e-05	5.80294452295076e-05
ENSG00000167272.10	1216.85987963539	0.617743080665356	0.140841126038612	4.38609870597028	1.15401769245932e-05	5.8147582063523e-05
ENSG00000232112.3	7580.72854098421	0.754480265464606	0.172015287502033	4.38612332904241	1.15388713243485e-05	5.8147582063523e-05
ENSG00000244067.2	23.797974706808	3.08591401583368	0.703564842159378	4.38611174254019	1.15394856631103e-05	5.8147582063523e-05
ENSG00000070814.17	4228.90094919657	0.585968966834795	0.133603341816025	4.38588555398329	1.15514848737542e-05	5.81896429211975e-05
ENSG00000133316.15	2221.77938538142	0.67402345493684	0.153710020794685	4.38503261825169	1.15968399897548e-05	5.84031480498643e-05
ENSG00000179832.17	2911.39081044631	0.632144912707488	0.144168637658012	4.3847602569917	1.16113586530435e-05	5.84612873166555e-05
ENSG00000116962.14	4035.37927113461	-1.1814007762557	0.269466430878169	-4.38422245177482	1.16400782115529e-05	5.85908776763849e-05
ENSG00000131389.16	3092.79706793637	0.994544779821118	0.226855159199275	4.38405184758213	1.1649202873809e-05	5.86217951069096e-05
ENSG00000144468.16	1094.069079323	-0.513970457837779	0.117240484003609	-4.38389914717476	1.16573757528876e-05	5.86479083180853e-05
ENSG00000112130.16	1066.39533272488	0.474598703616904	0.108263915551985	4.38372010837736	1.16669652941429e-05	5.8666121724654e-05
ENSG00000165548.10	65.3872765701766	2.12988776855074	0.485858666755839	4.38375995795725	1.16648302497247e-05	5.8666121724654e-05
ENSG00000235162.8	946.162594994566	1.58276408001886	0.361115847040929	4.38298150853367	1.17066052848937e-05	5.88353447915804e-05
ENSG00000260007.1	5.69213575932141	2.56743341096543	0.585770395307719	4.38300301881371	1.17054490322491e-05	5.88353447915804e-05
ENSG00000204371.11	4384.02379860213	0.497469422394651	0.113513013979282	4.38248800692974	1.17331626799417e-05	5.89537437722225e-05
ENSG00000261740.5	1440.96352474973	0.698938895904544	0.159499476369815	4.38207642941714	1.17553553643476e-05	5.90501571790485e-05
ENSG00000123636.17	1280.52716193926	-0.713195588280422	0.162795563050927	-4.3809276795665	1.18175093126049e-05	5.93472056843541e-05
ENSG00000169894.17	359.79762516523	2.2044920415882	0.503218351702932	4.38078626132774	1.18251824975474e-05	5.93705714359619e-05
ENSG00000013563.13	1855.75650480454	0.62051771829453	0.141671959206542	4.37996143887502	1.18700312181933e-05	5.95805244190011e-05
ENSG00000185261.13	41.6170705943893	-0.873660664539321	0.199533742233688	-4.37851089624789	1.19492967838349e-05	5.99630782698646e-05
ENSG00000181652.18	374.920004906784	1.70857306516407	0.390271409046524	4.37790989951917	1.19822863240211e-05	6.01132771783967e-05
ENSG00000266265.2	19.3474135209147	2.44478148612457	0.558462155533286	4.37770305812397	1.19936602264284e-05	6.0154984794763e-05
ENSG00000171055.14	1621.88844073285	-0.524686855267226	0.119870724950881	-4.37710588204273	1.20265559037984e-05	6.03045874604747e-05
ENSG00000100614.17	2250.31505210108	-0.468322333522176	0.107020985074947	-4.37598601053997	1.20884767498616e-05	6.05996171882884e-05
ENSG00000169851.15	1466.0622759009	-1.79251463067686	0.409684580512266	-4.3753529323352	1.21236159221748e-05	6.07602739842602e-05
ENSG00000164175.14	11.4138305073612	2.32777899294908	0.532090898843854	4.37477693756267	1.21556713386475e-05	6.09053978670544e-05
